gt,pred
0.24835707650561634,10.248357076505616
0.433380412228478,10.433380412228479
1.3288693946784869,11.328869394678486
2.2690526166462237,12.269052616646224
1.8929735638946132,11.892973563894614
2.395494335595761,12.39549433559576
3.8046817846381176,13.804681784638117
3.9013053042749464,13.901305304274945
3.7853633095450863,13.785363309545087
4.793893087119615,14.793893087119615
4.7934167817344715,14.793416781734471
5.294773314169645,15.294773314169646
6.151131889551861,16.151131889551863
5.576023194254015,15.576023194254015
6.172716963140468,16.172716963140466
7.256544677590568,17.25654467759057
7.533785444857913,17.533785444857912
8.699837234136831,18.69983723413683
8.59121409289266,18.59121409289266
8.84158684279969,18.841586842799693
10.783075640742183,20.783075640742183
10.439875668852208,20.43987566885221
11.089040484253509,21.08904048425351
10.845414851616889,20.845414851616887
11.788110145275096,21.7881101452751
12.61827536520669,22.618275365206692
12.489829844454677,22.489829844454675
13.755688205152735,23.755688205152737
13.770032413834565,23.770032413834564
14.4270174467114,24.4270174467114
14.774523578307411,24.77452357830741
16.504028539490648,26.504028539490648
16.073653397681284,26.073653397681284
16.05405910838637,26.05405910838637
17.496699591729985,27.496699591729985
16.97751787350695,26.97751787350695
18.19488405880891,28.19488405880891
17.613129762180712,27.613129762180712
18.431384362485456,28.431384362485456
19.696420567683305,29.696420567683305
20.469735802560518,30.469735802560518
20.688699215971866,30.688699215971866
21.04770349699683,31.04770349699683
21.45748835321038,31.45748835321038
21.37129176863538,31.37129176863538
22.253143222435806,32.25314322243581
22.88525850396734,32.885258503967336
24.146651565370764,34.14665156537076
24.292412159859605,34.29241215985961
23.741595500208078,33.74159550020808
25.28767012540091,35.28767012540091
25.43559956330943,35.43559956330943
25.792192266178677,35.792192266178674
26.93900397356616,36.93900397356616
27.651178153207773,37.65117815320777
28.103831014331966,38.103831014331966
27.72109475597662,37.72109475597662
28.488609892476397,38.4886098924764
29.31136035891786,39.31136035891786
30.13601376959133,40.13601376959133
29.911166649921572,39.91116664992157
30.56043684332638,40.56043684332638
30.602611407469347,40.60261140746935
31.060188145246094,41.060188145246094
32.567066931297596,42.567066931297596
33.34143659719998,43.34143659719998
33.12982408493847,43.12982408493847
34.17010815748873,44.17010815748873
34.351672283880596,44.351672283880596
34.35080695686829,44.35080695686829
35.356577199739135,45.356577199739135
36.44741024303198,46.44741024303198
36.16299150305809,46.16299150305809
37.465738913334135,47.465738913334135
35.87605709619633,45.87605709619633
38.09939346324288,48.09939346324288
38.23447830798843,48.23447830798843
38.543963661450476,48.543963661450476
39.24186028776524,49.24186028776524
38.704708005011106,48.704708005011106
40.09116908120687,50.09116908120687
40.88207387369557,50.88207387369557
41.94497717312452,51.94497717312452
41.449407604431016,51.449407604431016
41.80680847493531,51.80680847493531
42.46268931740371,52.46268931740371
43.673781460861086,53.673781460861086
43.88296851965396,53.88296851965396
43.95622542575467,53.95622542575467
44.98025180700893,54.98025180700893
45.274669427940346,55.274669427940346
46.21296571134685,56.21296571134685
45.88012923195579,55.88012923195579
46.56983726840965,56.56983726840965
47.040126827956534,57.040126827956534
47.00693599327062,57.00693599327062
48.38926616868304,58.38926616868304
48.87424622905476,58.87424622905476
49.24878788410012,59.24878788410012
49.63145015190539,59.63145015190539
49.543570910381824,59.543570910381824
50.54344618283842,60.54344618283842
51.08492414877179,61.08492414877179
51.357655335238434,61.357655335238434
52.18066367683031,62.18066367683031
52.96584452388465,62.96584452388465
54.20942460889671,64.20942460889671
53.856133127521446,63.856133127521446
54.40013197928098,64.40013197928099
54.73664638885058,64.73664638885057
54.316996301898214,64.31699630189821
55.7656375346372,65.7656375346372
56.31152214014639,66.3115221401464
58.01554065423259,68.01554065423258
57.19025167841345,67.19025167841346
57.93971839478489,67.93971839478489
58.274101401579536,68.27410140157954
58.20963083043646,68.20963083043645
59.86789381931781,69.8678938193178
60.17496149121776,70.17496149121776
60.69702351120996,70.69702351120996
60.349326373105136,70.34932637310513
62.007929818784625,72.00792981878462
61.10811969473451,71.10811969473451
62.604986335844856,72.60498633584486
63.909298164663774,73.90929816466377
62.82131475200752,72.82131475200751
63.53594661258555,73.53594661258555
64.37143372274483,74.37143372274483
64.57238277595698,74.57238277595698
64.55130145029607,74.55130145029607
65.86342721604622,75.86342721604622
65.80050643459423,75.80050643459423
67.07096706958895,77.07096706958895
66.87697129996852,76.87697129996852
68.61416318240826,78.61416318240826
67.95008189654544,77.95008189654544
68.6831903474248,78.6831903474248
69.75349227702654,79.75349227702654
69.2338140729388,79.2338140729388
70.46548876127191,80.46548876127191
71.50784273392513,81.50784273392513
70.55304230231738,80.55304230231738
71.9516134116782,81.9516134116782
72.49175044235034,82.49175044235034
73.25523304392885,83.25523304392885
72.74835881541522,82.74835881541522
73.2091184271262,83.2091184271262
74.63283007929084,84.63283007929084
75.02286419591307,85.02286419591307
75.50213084728348,85.50213084728348
76.0526210896731,86.0526210896731
76.04189718694944,86.04189718694944
77.00054895913327,87.00054895913327
77.53347091001616,87.53347091001616
77.53227152716772,87.53227152716772
79.32484705456736,89.32484705456736
79.13138882226492,89.13138882226492
78.80133317602179,88.80133317602179
80.22777429175409,90.22777429175409
79.9146692151376,89.9146692151376
81.29806491493655,91.29806491493655
81.98633296538308,91.98633296538308
81.4992065795176,91.4992065795176
82.89374836612969,92.89374836612969
83.12096332778985,93.12096332778985
83.82811550713292,93.82811550713292
84.86799448127671,94.86799448127671
84.29941649476238,94.29941649476238
84.54775503339914,94.54775503339914
84.98237846357918,94.98237846357918
85.5217430987233,95.5217430987233
86.39360994931305,96.39360994931305
87.10524935424249,97.10524935424249
87.57553132931325,97.57553132931325
88.3532901169803,98.3532901169803
88.44871200121533,98.44871200121533
89.6714906566691,99.6714906566691
89.31490776428554,99.31490776428554
91.3098333270134,101.3098333270134
90.76509498041516,100.76509498041516
90.52619509113859,100.52619509113859
90.92184018313024,100.92184018313024
92.20103520259646,102.20103520259646
92.350580165126,102.350580165126
93.32182436764906,103.32182436764906
93.70395549570385,103.70395549570385
93.93343478990272,103.93343478990272
94.04896495001103,104.04896495001103
94.21745075951635,104.21745075951635
95.25412945863985,105.25412945863985
96.40809889464916,106.40809889464916
96.5894589323666,106.5894589323666
96.36205523375958,106.36205523375958
97.57402764885522,107.57402764885522
98.18260843860813,108.18260843860813
98.0505335934572,108.0505335934572
99.07183742734462,109.07183742734462
99.52659179640892,109.52659179640892
99.42851485108469,109.42851485108469
