,input,output
0,0.0,0.001714500280459313
1,0.1,0.7019695273104378
2,0.2,-0.3771600649192366
3,0.30000000000000004,0.05775780091705832
4,0.4,0.865158603839618
5,0.5,0.5731196752035205
6,0.6000000000000001,-0.27127322166720635
7,0.7000000000000001,0.6751001020973866
8,0.8,0.17260684259771256
9,0.9,-0.1263052618380574
10,1.0,0.3670487533076585
11,1.1,0.02144158698536186
12,1.2000000000000002,-0.24171660031444142
13,1.3,1.066253620693983
14,1.4000000000000001,-0.2825498245051401
15,1.5,-0.014480523527133138
16,1.6,-0.4524543016232501
17,1.7000000000000002,0.5817678576130854
18,1.8,1.0008760466782884
19,1.9000000000000001,0.11345762099924372
20,2.0,-0.11509818667317728
21,2.1,0.709426570916777
22,2.2,0.14074576441338582
23,2.3000000000000003,0.442547727620874
24,2.4000000000000004,1.8156700795435343
25,2.5,0.846546410703575
26,2.6,1.2572198997766053
27,2.7,0.0017603257993256127
28,2.8000000000000003,0.7289945914637058
29,2.9000000000000004,0.15682906987240575
30,3.0,1.692303687352199
31,3.1,0.8093076822345054
32,3.2,0.39059541499412276
33,3.3000000000000003,0.801685010603533
34,3.4000000000000004,0.9397681083660634
35,3.5,0.8293818781192157
36,3.6,0.9992248146946826
37,3.7,0.7918205631601277
38,3.8000000000000003,0.7499897689087122
39,3.9000000000000004,0.49150971041266467
40,4.0,0.7237766668592955
41,4.1000000000000005,0.3683946055233065
42,4.2,0.8280696466541181
43,4.3,0.43641120218069324
44,4.4,0.46499185132909526
45,4.5,1.0931369164918423
46,4.6000000000000005,0.07147658392295952
47,4.7,0.39913864152660095
48,4.800000000000001,1.3426364879234083
49,4.9,0.8500080342785084
50,5.0,1.7711546309649928
51,5.1000000000000005,0.728156613247632
52,5.2,0.5551635660323117
53,5.300000000000001,1.2385912318584085
54,5.4,0.693046939118825
55,5.5,1.0535878812208683
56,5.6000000000000005,0.5467077052487268
57,5.7,1.0391718156122838
58,5.800000000000001,0.3955856478561768
59,5.9,1.2221412667704767
60,6.0,0.7874525279962715
61,6.1000000000000005,1.5496265132756222
62,6.2,0.8426917455353912
63,6.300000000000001,1.1072680115803044
64,6.4,1.493032406097276
65,6.5,0.4935785586649354
66,6.6000000000000005,0.873231784872994
67,6.7,0.2806807063536412
68,6.800000000000001,0.8136030795110135
69,6.9,0.8531043321764125
70,7.0,1.2867374585706468
71,7.1000000000000005,0.8958216356574535
72,7.2,0.8053541853618879
73,7.300000000000001,0.8911801351260012
74,7.4,0.6272623212357995
75,7.5,0.3438620489835217
76,7.6000000000000005,0.8239989126067851
77,7.7,-0.03536504348445313
78,7.800000000000001,0.32311276289789614
79,7.9,1.382102007018554
80,8.0,1.0199470705138967
81,8.1,0.2661809254062629
82,8.200000000000001,1.1676070746285236
83,8.3,0.469013360408619
84,8.4,1.0606452460694626
85,8.5,1.1782743553409516
86,8.6,0.1769226579688784
87,8.700000000000001,0.8589348755714663
88,8.8,0.8893597292081619
89,8.9,1.2346702514895318
90,9.0,1.105502664107055
91,9.1,1.2275158165214881
92,9.200000000000001,0.6491185160698074
93,9.3,0.8444275412559892
94,9.4,1.234105016285548
95,9.5,0.7543312506468837
96,9.600000000000001,0.8191910895679918
97,9.700000000000001,0.9124876986116788
98,9.8,0.833610108291816
99,9.9,0.4615611531108252
100,10.0,1.075419425894143
101,10.100000000000001,0.9547311388316688
